,Hotels,Prices,Descriptions,Full_Descriptions
929,Ronda Sant Pere Private City Center 3Bedroom Suite C,"€ 2,351","4 beds (3 singles, 1 double)","Situated in the centre of Barcelona, 2.3 km from Somorrostro Beach and 2.3 km from Barceloneta Beach, Ronda Sant Pere Private City Center 3Bedroom Suite C offers free WiFi and air conditioning. This apartment features accommodation with a patio. The property is non-smoking and is set 2.4 km from Sant Miquel Beach.

The spacious apartment features 3 bedrooms, a TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Palau de la Musica Catalana, Tivoli Theatre and Portal de l'Angel. The nearest airport is Barcelona El Prat Airport, 13 km from Ronda Sant Pere Private City Center 3Bedroom Suite C."
930,Letsgo Camp Nou Apartment,"€ 2,446","5 beds (4 singles, 1 large double)","Located in the architectural area of Eixample, beside Hospital Clinic, Letsgo Loreto Apartment is a self-catering accommodation that offers free WiFi access and a beautiful view of the city.

Accommodation will provide you with a TV, air conditioning and a terrace. There is a full kitchen with a dishwasher and a microwave. Featuring a shower, private bathrooms also come with a bath and a bath or shower. You can enjoy city view.

At Letsgo Loreto Apartment you will find a terrace. Passeig de Gracia is a 10/minute walk from the prroperty and offers a wide variety of boutiques, restaurants and bars.

If you feel like visiting the surroundings, check out Diagonal 1.6 km away and Sants Estacio 1.7 km from Letsgo Loreto Apartment. Barcelona El Prat Airport is located 12 km away."
931,Gracia Village Barcelona,"€ 2,763",,"Set in Barcelona, 700 metres from Sagrada Familia and 2 km from La Pedrera, Gracia Village Barcelona offers air-conditioned accommodation with a terrace and free WiFi. The property is around 2.9 km from Passeig de Gracia, 3 km from Passeig de Gracia Metro Station and 3.4 km from Palau de la Musica Catalana. The property is non-smoking and is situated 2.5 km from Casa Batllo.

The spacious apartment has 4 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a bath. Towels and bed linen are offered in the apartment.

Tivoli Theatre is 3.4 km from the apartment, while Portal de l'Angel is 3.5 km from the property. The nearest airport is Barcelona El Prat Airport, 15 km from Gracia Village Barcelona."
932,Esparteria 2,"€ 3,630",Managed by a private host,"In a central area of Barcelona, set within a short distance of Somorrostro Beach and Barceloneta Beach, Esparteria 2 offers free WiFi, air conditioning and household amenities such as a toaster and coffee machine. With city views, this accommodation offers a balcony. The property is non-smoking and is situated 1.5 km from Sant Miquel Beach.

This apartment comes with 3 bedrooms, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 2 bathrooms equipped with a shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Santa Maria del Mar, Picasso Museum and Cathedral of Barcelona. The nearest airport is Barcelona El Prat Airport, 12 km from Esparteria 2."
933,Fira Guest House,€ 586,1 double bed,"Enzo Fira Guest House offers accommodation in Barcelona, 5 minutes from the convention center Fira de Barcelona Exhibition Centre and Plaza España. Free WiFi is provided.

Each modern, bright room is fitted with a TV.

You will find a shared fully equipped kitchen and a shared lounge area at the property. Bed linen and towels are provided.

The Gran Vía 2 shopping center is 1.1 km and the port of Barcelona 3.9 km.
Palau Sant Jordi is 1.6 km from Enzo Fira Guest House, while Camp Nou is 1.9 km from the property. Barcelona El Prat Airport is 9 km away."
934,Comfy Downtown + Private terrace,"€ 2,273",Managed by a private host,"Located in the centre of Barcelona, less than 1 km from Passeig de Gracia and a 11-minute walk from Passeig de Gracia Metro Station, Comfy Downtown + Private terrace offers free WiFi, a terrace and air conditioning. Guests staying at this apartment have access to a balcony. The property is non-smoking and is situated less than 1 km from Plaça Catalunya.

The spacious apartment features 2 bedrooms, a living room with a flat-screen TV, an equipped kitchen, and 1 bathroom with a bath.

Popular points of interest near the apartment include Casa Batllo, Boqueria Market and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 12 km from Comfy Downtown + Private terrace."
935,LetsGo Diagonal Avenue Apartment,"€ 2,301","4 beds (3 singles, 1 double)","The modern, air-conditioned apartments at LetsGo Diagonal Avenue Apartment are located just 5 minutes’ walk from Diagonal Metro Station. They include free WiFi and offer city views.

Each one includes a living-dining area with a flat-screen TV and a kitchen equipped with a microwave, oven, dishwasher and washing machine.

Gaudí’s La Pedrera and Casa Batlló can both be reached in a 15-minute walk. Central Plaza Catalunya Square is 20 minutes away on foot."
936,Bed&BCN Diagonal 4,"€ 1,866",Managed by a private host,"Situated within the Eixample district in Barcelona, Bed&BCN Diagonal 4 has air conditioning, a balcony, and city views. It is located 800 metres from Sagrada Familia and offers a lift. The property is non-smoking and is set 2.9 km from Somorrostro Beach.

With free WiFi, this 2-bedroom apartment features a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are offered in the apartment.

Popular points of interest near the apartment include La Pedrera, Casa Batllo and Passeig de Gracia. The nearest airport is Barcelona El Prat, 14 km from Bed&BCN Diagonal 4, and the property offers a paid airport shuttle service."
937,Hostourist@Bcn Apartamento Monumental,"€ 2,499","3 beds (2 singles, 1 double)","Located in Barcelona, 1.9 km from Nova Icaria Beach and 2.1 km from Somorrostro Beach, Hostourist@Bcn Apartamento Monumental provides spacious air-conditioned accommodation with a balcony and free WiFi. Popular points of interest nearby include Tivoli Theatre, Portal de l'Angel and Passeig de Gracia Metro Station. The property is non-smoking and is situated 2.2 km from Bogatell Beach.

The apartment is composed of 2 bedrooms, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is provided.

Popular points of interest near the apartment include Sagrada Familia, Picasso Museum and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 14 km from Hostourist@Bcn Apartamento Monumental."
938,Paseo de Gracia Modern and cozy 3BD - 2BTh,"€ 2,721","4 beds (1 single, 2 doubles, 1 sofa bed)","Situated in Barcelona, 700 metres from La Pedrera and 1.1 km from Casa Batllo, Paseo de Gracia Modern and cozy 3BD - 2BTh features air-conditioned accommodation with a patio and free WiFi. It is set 1.5 km from Passeig de Gracia Metro Station and provides a lift. The property is non-smoking and is located 1.6 km from Passeig de Gracia.

The spacious apartment features 3 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. Towels and bed linen are available in the apartment. For added privacy, the accommodation features a private entrance.

Palau de la Musica Catalana is 2.7 km from the apartment, while Tivoli Theatre is 1.8 km from the property. The nearest airport is Barcelona El Prat Airport, 15 km from Paseo de Gracia Modern and cozy 3BD - 2BTh."
939,Almodovar Apartment Barcelona,"€ 1,939",,"Almodovar Apartment Barcelona features a balcony and is situated in Barcelona, within just 1.8 km of Passeig de Gracia and 1.7 km of Plaça Catalunya. The property is close to Montjuïc, Cathedral of Barcelona and Plaça Reial. Free WiFi is available throughout the property and Magic Fountain of Montjuic is 1.2 km away.

The spacious apartment has 2 bedrooms, a TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Boqueria Market, Tivoli Theatre and Portal de l'Angel. The nearest airport is Barcelona El Prat Airport, 11 km from Almodovar Apartment Barcelona."
940,My Space Barcelona Rambla Catalunya Center,"€ 3,230","7 beds (6 singles, 1 double)","Located just 250 metres from the popular Paseo de Gracia, My Space Barcelona Rambla Catalunya Center aparments offer functional accommodation and a 24-hour front desk in the heart of Barcelona. Free WiFi is available.

These apartments have kept the traditional tiled floors and combine modern kitchens and bathrooms with classic-style rooms and living areas. Their kitchens are equipped with a dishwasher, microwave and washing machine. The living areas include leather sofas and a flat-screen TV each.

You can find many bars, restaurants and supermarkets in the surrounding streets. Designer clothes shops can be found in Paseo de Gracia, only a 3-minute walk away.

Barcelona's La Rambla is 10 minutes' walk away and a 7 minutes' walk will take you to Diagonal Metro Station. Sants Station, with direct trains to El Prat Airport, is 4 metro stops away and Sagrada Familia is 15 minutes away by metro."
941,Elegant 3-bedroom Apartment in the Heart of BCN,"€ 3,078","4 beds (2 singles, 2 doubles)","Elegant 3-bedroom Apartment in the Heart of BCN is situated in the Eixample district of Barcelona, 2.5 km from Sant Miquel Beach, 500 metres from Palau de la Musica Catalana and 600 metres from Tivoli Theatre. It is located 2.3 km from Somorrostro Beach and features a lift. The property is 600 metres from the city centre and 2.3 km from Barceloneta Beach.

With free WiFi, this 3-bedroom apartment provides a TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Portal de l'Angel, Passeig de Gracia Metro Station and Passeig de Gracia. The nearest airport is Barcelona El Prat Airport, 13 km from Elegant 3-bedroom Apartment in the Heart of BCN."
942,Amazing 3 Bedroom Apartment with Terrace in Poble-sec,"€ 2,592",3 double beds,"Located in Barcelona, 1.2 km from Magic Fountain of Montjuic and 2 km from Plaça Catalunya, Amazing 3 Bedroom Apartment with Terrace in Poble-sec provides air-conditioned accommodation with a balcony and free WiFi. Guests staying at this apartment have access to a patio. The property is non-smoking and is situated 1.4 km from Boqueria Market.

The spacious apartment features 3 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Palau Sant Jordi, Cathedral of Barcelona and Portal de l'Angel. The nearest airport is Barcelona El Prat Airport, 12 km from Amazing 3 Bedroom Apartment with Terrace in Poble-sec."
