,Hotels,Prices,Descriptions,Full_Descriptions
793,La maison du port,"€ 1,313",Managed by a private host,"Set in Marseille, less than 1 km from Batterie des Lions and a 12-minute walk from Plage de Maldorme, La maison du port offers air conditioning. This beachfront property offers access to a terrace and free WiFi. The property is non-smoking and is situated 1 km from Fausse Monnaie.

The holiday home comes with 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are featured in the holiday home. For added privacy, the accommodation features a private entrance.

Palais du Pharo is 1.7 km from the holiday home, while Saint-Ferreol Street is 2.6 km away. The nearest airport is Marseille Provence Airport, 24 km from La maison du port."
794,Appartement tout équipé à coté/Vieux port/Noailles,€ 540,Managed by a private host,"Appartement tout équipé à coté/Vieux port/Noailles is set in the Vieux Port - La Canebière district of Marseille, 500 metres from Vieux Port Metro station, 500 metres from Saint-Ferreol Street and 1.3 km from Castellane Metro Station. The property is situated 3 km from La Timone Metro Station, 2 km from Les Terrasses du Port Shopping Centre and 2 km from Notre-Dame de la Garde Basilica. The property is 800 metres from the city centre and 2.3 km from Plage des Catalans.

With free WiFi, this 1-bedroom apartment offers a cable flat-screen TV, a washing machine and a fully equipped kitchen with a microwave and fridge. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The nearest airport is Marseille Provence Airport, 22 km from Appartement tout équipé à coté/Vieux port/Noailles."
795,"Au cœur du Panier, Confort à 2 pas du Port !",€ 584,Managed by a private host,"Offering free WiFi and sea views, Au cœur du Panier, Confort à 2 pas du Port! is an accommodation located in the centre of Marseille, just 1 km from Joliette Metro Station and 1.1 km from Les Terrasses du Port Shopping Centre. The property is around 1.7 km from Saint-Ferreol Street, 3.3 km from Palais du Pharo and 4 km from Castellane Metro Station. The property is non-smoking and is situated 2.1 km from Plage des Catalans.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are provided in the apartment. The property offers quiet street views.

Popular points of interest near the apartment include Museum of European and Mediterranean Civilisations, Vieux Port Metro station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 21 km from Au cœur du Panier, Confort à 2 pas du Port!."
796,Studio Family Marseille Parking Clim - MaisonMars,€ 722,Managed by a private host,"Located in Marseille, 1.9 km from La Timone Metro Station and 3.2 km from Vieux Port Metro station, Studio Family Marseille Parking Clim - MaisonMars offers air conditioning. The property is set 3.4 km from Castellane Metro Station, 3.4 km from Marseille Saint-Charles Train Station and 3.8 km from Saint-Ferreol Street. Free WiFi is available and private parking can be arranged at an extra charge.

The apartment comes with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a dining area, a fully equipped kitchen, and a balcony with city views. Guests can take in the ambience of the surroundings from an outdoor dining area. For added privacy, the accommodation has a private entrance and soundproofing.

Joliette Metro Station is 4 km from the apartment, while Les Terrasses du Port Shopping Centre is 4.2 km away. The nearest airport is Marseille Provence Airport, 24 km from Studio Family Marseille Parking Clim - MaisonMars."
797,"""Le Cocon"" Joli duplex à 5mn du Vieux Port",€ 809,2 double beds,"Located in Marseille, 200 metres from Saint-Ferreol Street and less than 1 km from Castellane Metro Station, ""Le Cocon"" Joli duplex à 5mn du Vieux Port provides accommodation with amenities such as free WiFi and a flat-screen TV. The property is situated 2.4 km from La Timone Metro Station, 2 km from Museum of European and Mediterranean Civilisations and 3 km from Palais du Pharo. The property is 600 metres from the city centre and 2.3 km from Plage des Catalans.

The apartment consists of 2 bedrooms, a fully equipped kitchen and 1 bathroom. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from ""Le Cocon"" Joli duplex à 5mn du Vieux Port."
798,Charmant T3 Palais Longchamp,€ 900,Managed by a private host,"Charmant T3 Palais Longchamp is set in Marseille, 2.7 km from Joliette Metro Station, 2.7 km from La Timone Metro Station, and 2.8 km from Les Terrasses du Port Shopping Centre. The property is around 1.9 km from Vieux Port Metro station, 3.2 km from Saint-Ferreol Street and 3.2 km from Castellane Metro Station. The property is non-smoking and is located 1.2 km from Marseille Saint-Charles Train Station.

With free WiFi, this 2-bedroom apartment provides a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are featured in the apartment.

Museum of European and Mediterranean Civilisations is 3.3 km from the apartment, while Notre-Dame de la Garde Basilica is 4.9 km away. The nearest airport is Marseille Provence Airport, 23 km from Charmant T3 Palais Longchamp."
799,Charmant T2 avec balcon - Chaves,€ 788,Managed by a private host,"Situated 2.6 km from Vieux Port Metro station, 2.6 km from Castellane Metro Station and 2 km from Marseille Saint-Charles Train Station, Charmant T2 avec balcon - Chaves features accommodation set in Marseille. The property is around 1.9 km from Saint-Ferreol Street, 3.6 km from Joliette Metro Station and 3.6 km from Marseille Chanot Exhibition and Convention Centre. The property is non-smoking and is located less than 1 km from La Timone Metro Station.

With free WiFi, this 1-bedroom apartment provides a flat-screen TV, a washing machine and a fully equipped kitchen with a fridge.

Rond-Point du Prado Metro Station is 3.7 km from the apartment, while Les Terrasses du Port Shopping Centre is 3.7 km away. The nearest airport is Marseille Provence Airport, 24 km from Charmant T2 avec balcon - Chaves."
800,Maison Provençale et jardin au Cœur de Marseille,"€ 1,511",Managed by a private host,"Located in Marseille, 2.6 km from Marseille Chanot Exhibition and Convention Centre and 2.8 km from Orange Velodrome Stadium, Maison Provençale et jardin au Cœur de Marseille provides air-conditioned accommodation with a terrace and free WiFi. The property features garden views and is 3 km from Rond-Point du Prado Metro Station and 3.6 km from Castellane Metro Station. The property is non-smoking and is situated 2.9 km from La Timone Metro Station.

The holiday home is located on the ground floor and comes with 3 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. This holiday home also provides guests with a balcony that doubles up as an outdoor dining area.

Guests can relax in the garden at the property.

Saint-Ferreol Street is 4.8 km from the holiday home, while Vieux Port Metro station is 5.2 km away. The nearest airport is Marseille Provence Airport, 27 km from Maison Provençale et jardin au Cœur de Marseille."
801,GuestReady - Charming stay near Vieux Port,€ 910,"2 beds (1 double, 1 sofa bed)","GuestReady - Charming stay near Vieux Port is located in the Vieux Port - La Canebière district of Marseille, 600 metres from Vieux Port Metro station, 1.4 km from Joliette Metro Station and 700 metres from Marseille Saint-Charles Train Station. The property is situated 1.6 km from Castellane Metro Station, 3.1 km from La Timone Metro Station and 3.7 km from Notre-Dame de la Garde Basilica. The property is 2.4 km from Plage des Catalans, and within less than 1 km of the city centre.

With free WiFi, this 1-bedroom apartment provides a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Les Terrasses du Port Shopping Centre, Museum of European and Mediterranean Civilisations and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 22 km from GuestReady - Charming stay near Vieux Port."
802,® Le Paradis - Superbe duplex - Plein centre,€ 984,2 double beds,"Located in Marseille, 2.6 km from Petit Roucas Blanc Beach and 2.8 km from Prophete, ® Le Paradis - Superbe duplex - Plein centre offers air conditioning. The property is around 1.8 km from Orange Velodrome Stadium, 1.6 km from Saint-Ferreol Street and 1.7 km from Notre-Dame de la Garde Basilica. Free WiFi is available throughout the property and Plage du Prado Nord is 2.6 km away.

The spacious apartment comes with 2 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine and a fridge. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Castellane Metro Station, Rond-Point du Prado Metro Station and Marseille Chanot Exhibition and Convention Centre. The nearest airport is Marseille Provence Airport, 24 km from ® Le Paradis - Superbe duplex - Plein centre."
